name,stargazers,primaryLanguage,issues
netdata,{'totalCount': 46512},{'name': 'C'},"{'totalCount': 5174, 'nodes': [{'id': 'MDU6SXNzdWUxNTY1NDM0OQ=='}, {'id': 'MDU6SXNzdWUxMDYxNzE2NjU='}, {'id': 'MDU6SXNzdWUxMDg4Mzk0MDI='}, {'id': 'MDU6SXNzdWUxMDg4NDU1NTE='}, {'id': 'MDU6SXNzdWUxMDg4NDU2MDc='}, {'id': 'MDU6SXNzdWUxMDg4NDU2NzI='}, {'id': 'MDU6SXNzdWUxMDg4NDU4MzI='}, {'id': 'MDU6SXNzdWUxMDg4NDYxMDE='}, {'id': 'MDU6SXNzdWUxMTcxMDM1MzA='}, {'id': 'MDU6SXNzdWUxMTcxMDg4OTg='}]}"
markdown-here,{'totalCount': 46133},{'name': 'JavaScript'},"{'totalCount': 542, 'nodes': [{'id': 'MDU6SXNzdWU0NjI1MjI0'}, {'id': 'MDU6SXNzdWU0NjYyMTU5'}, {'id': 'MDU6SXNzdWU0NjYyMTcy'}, {'id': 'MDU6SXNzdWU0Njc3OTg2'}, {'id': 'MDU6SXNzdWU0Njc4Njgy'}, {'id': 'MDU6SXNzdWU0ODEyMTk2'}, {'id': 'MDU6SXNzdWU0ODE3NTA2'}, {'id': 'MDU6SXNzdWU0ODM0MTYw'}, {'id': 'MDU6SXNzdWU0ODkzNTE3'}, {'id': 'MDU6SXNzdWU0OTQ5NDYw'}]}"
rails,{'totalCount': 45538},{'name': 'Ruby'},"{'totalCount': 13708, 'nodes': [{'id': 'MDU6SXNzdWUxMzI='}, {'id': 'MDU6SXNzdWUxMDA4'}, {'id': 'MDU6SXNzdWU4MTU4'}, {'id': 'MDU6SXNzdWU4MjIzMTE='}, {'id': 'MDU6SXNzdWU4MjI0OTY='}, {'id': 'MDU6SXNzdWU4MjI1Mjk='}, {'id': 'MDU6SXNzdWU4MjM2ODM='}, {'id': 'MDU6SXNzdWU4MjQxNDk='}, {'id': 'MDU6SXNzdWU4MjU4MTY='}, {'id': 'MDU6SXNzdWU4MjYyNzY='}]}"
architect-awesome,{'totalCount': 45205},,"{'totalCount': 62, 'nodes': [{'id': 'MDU6SXNzdWUzMTg2MTcyMzE='}, {'id': 'MDU6SXNzdWUzMTg2NDI4OTc='}, {'id': 'MDU6SXNzdWUzMTkyMTE4Mjk='}, {'id': 'MDU6SXNzdWUzMTkzNzExNTc='}, {'id': 'MDU6SXNzdWUzMTkzODcyNjE='}, {'id': 'MDU6SXNzdWUzMTkzODg3MzI='}, {'id': 'MDU6SXNzdWUzMTk0MzkwMzc='}, {'id': 'MDU6SXNzdWUzMTk0ODAwODA='}, {'id': 'MDU6SXNzdWUzMTk3NzAwODg='}, {'id': 'MDU6SXNzdWUzMTk3NzYxNDY='}]}"
element,{'totalCount': 45110},{'name': 'Vue'},"{'totalCount': 14998, 'nodes': [{'id': 'MDU6SXNzdWUxNzQ4ODU1NzA='}, {'id': 'MDU6SXNzdWUxNzQ5NDA0MzM='}, {'id': 'MDU6SXNzdWUxNzQ5NDg3MzQ='}, {'id': 'MDU6SXNzdWUxNzQ5NTEwNTQ='}, {'id': 'MDU6SXNzdWUxNzUwMzcxNDA='}, {'id': 'MDU6SXNzdWUxNzUxNTQzMjk='}, {'id': 'MDU6SXNzdWUxNzUxODMzMTI='}, {'id': 'MDU6SXNzdWUxNzUyNDAyMTU='}, {'id': 'MDU6SXNzdWUxNzUzOTQ0MzA='}, {'id': 'MDU6SXNzdWUxNzU0MDIwMjk='}]}"
html5-boilerplate,{'totalCount': 44768},{'name': 'JavaScript'},"{'totalCount': 1166, 'nodes': [{'id': 'MDU6SXNzdWUxMTg5MjI='}, {'id': 'MDU6SXNzdWUxMTg5MjM='}, {'id': 'MDU6SXNzdWUxMTg5MjQ='}, {'id': 'MDU6SXNzdWUxMTg5Mjk='}, {'id': 'MDU6SXNzdWUxNDY5NzQ='}, {'id': 'MDU6SXNzdWUxNTQ1NDY='}, {'id': 'MDU6SXNzdWUxNTc5Njg='}, {'id': 'MDU6SXNzdWUxNjA0MTk='}, {'id': 'MDU6SXNzdWUxOTMwMTU='}, {'id': 'MDU6SXNzdWUxOTc3NTU='}]}"
lodash,{'totalCount': 44637},{'name': 'JavaScript'},"{'totalCount': 3653, 'nodes': [{'id': 'MDU6SXNzdWU0MzMyNDg1'}, {'id': 'MDU6SXNzdWU0NTMwNzM0'}, {'id': 'MDU6SXNzdWU0NjkwMDQ4'}, {'id': 'MDU6SXNzdWU0NzI0OTUz'}, {'id': 'MDU6SXNzdWU0NzM3OTAz'}, {'id': 'MDU6SXNzdWU0NzM3OTQ2'}, {'id': 'MDU6SXNzdWU0NzQ3Nzgy'}, {'id': 'MDU6SXNzdWU0NzU4ODQ3'}, {'id': 'MDU6SXNzdWU0NzkzMzAw'}, {'id': 'MDU6SXNzdWU0ODAyMDE0'}]}"
rust,{'totalCount': 44551},{'name': 'Rust'},"{'totalCount': 34098, 'nodes': [{'id': 'MDU6SXNzdWUyMjc1MTk='}, {'id': 'MDU6SXNzdWUyMjg2MDE='}, {'id': 'MDU6SXNzdWUyMjg2MDc='}, {'id': 'MDU6SXNzdWUyMjg2MjY='}, {'id': 'MDU6SXNzdWUyMjg2Mjg='}, {'id': 'MDU6SXNzdWUyMjg2Mzg='}, {'id': 'MDU6SXNzdWUyMjg2NDE='}, {'id': 'MDU6SXNzdWUyMjg2NDU='}, {'id': 'MDU6SXNzdWUyMjg2NDY='}, {'id': 'MDU6SXNzdWUyMjg2NDc='}]}"
awesome-machine-learning,{'totalCount': 44527},{'name': 'Python'},"{'totalCount': 63, 'nodes': [{'id': 'MDU6SXNzdWUzNzk3Mzk0Ng=='}, {'id': 'MDU6SXNzdWUzNzk4NjE3NQ=='}, {'id': 'MDU6SXNzdWUzODAzNDAzNw=='}, {'id': 'MDU6SXNzdWUzODA1NjM3Ng=='}, {'id': 'MDU6SXNzdWUzODA1NjcxNw=='}, {'id': 'MDU6SXNzdWUzODA5ODU3Ng=='}, {'id': 'MDU6SXNzdWU0ODk2MjY3NQ=='}, {'id': 'MDU6SXNzdWU1MjMzMjI0OA=='}, {'id': 'MDU6SXNzdWU2MzI4MDIyMQ=='}, {'id': 'MDU6SXNzdWU2NjQ0ODExMQ=='}]}"
Front-end-Developer-Interview-Questions,{'totalCount': 44335},{'name': 'HTML'},"{'totalCount': 97, 'nodes': [{'id': 'MDU6SXNzdWUzMzg2OTQx'}, {'id': 'MDU6SXNzdWUzNjEyOTk1'}, {'id': 'MDU6SXNzdWU1MzQ1NDIx'}, {'id': 'MDU6SXNzdWU1NjcyNjA5'}, {'id': 'MDU6SXNzdWU3MDM0OTU4'}, {'id': 'MDU6SXNzdWU3MjA1ODkx'}, {'id': 'MDU6SXNzdWU3NjU2ODk4'}, {'id': 'MDU6SXNzdWU3ODE2Mzk2'}, {'id': 'MDU6SXNzdWU5MDUwNDQ5'}, {'id': 'MDU6SXNzdWUxMTIzNjcwMw=='}]}"
resume.github.com,{'totalCount': 44291},{'name': 'JavaScript'},"{'totalCount': 83, 'nodes': [{'id': 'MDU6SXNzdWU1NzkxNTE='}, {'id': 'MDU6SXNzdWU1NzkxNTQ='}, {'id': 'MDU6SXNzdWU1NzkxNTc='}, {'id': 'MDU6SXNzdWU1NzkxNjE='}, {'id': 'MDU6SXNzdWU1Nzk1MTg='}, {'id': 'MDU6SXNzdWU1Nzk1MjM='}, {'id': 'MDU6SXNzdWU1ODI3NTk='}, {'id': 'MDU6SXNzdWU1ODQ5NDI='}, {'id': 'MDU6SXNzdWU1OTU2NTU='}, {'id': 'MDU6SXNzdWU1OTY1ODU='}]}"
opencv,{'totalCount': 44282},{'name': 'C++'},"{'totalCount': 6553, 'nodes': [{'id': 'MDU6SXNzdWU5NjU4ODUyNw=='}, {'id': 'MDU6SXNzdWU5Njc5MDIzNQ=='}, {'id': 'MDU6SXNzdWU5NzE3OTQyNA=='}, {'id': 'MDU6SXNzdWU5NzE5MjkwNQ=='}, {'id': 'MDU6SXNzdWU5NzI2OTY2OQ=='}, {'id': 'MDU6SXNzdWU5NzQxMDA3MQ=='}, {'id': 'MDU6SXNzdWU5NzQxMDQ4MQ=='}, {'id': 'MDU6SXNzdWU5NzQxMDc4NQ=='}, {'id': 'MDU6SXNzdWU5NzQxMDgyMA=='}, {'id': 'MDU6SXNzdWU5NzQxMDg1Mg=='}]}"
awesome-selfhosted,{'totalCount': 44213},{'name': 'JavaScript'},"{'totalCount': 511, 'nodes': [{'id': 'MDU6SXNzdWU4NTg5NzM2NA=='}, {'id': 'MDU6SXNzdWU4OTQzNDcyMQ=='}, {'id': 'MDU6SXNzdWU4OTQzNTEzMQ=='}, {'id': 'MDU6SXNzdWU5MjMyMzY3MQ=='}, {'id': 'MDU6SXNzdWU5NDgxNzQ2OA=='}, {'id': 'MDU6SXNzdWU5NzM2MDAzMg=='}, {'id': 'MDU6SXNzdWU5NzM2MDIzNw=='}, {'id': 'MDU6SXNzdWU5NzQ2ODU5Mw=='}, {'id': 'MDU6SXNzdWU5NzUxODE1NA=='}, {'id': 'MDU6SXNzdWU5NzU2ODE0Mg=='}]}"
gatsby,{'totalCount': 44113},{'name': 'JavaScript'},"{'totalCount': 10312, 'nodes': [{'id': 'MDU6SXNzdWU3OTU3NDY5Ng=='}, {'id': 'MDU6SXNzdWU4ODA1NDc4NQ=='}, {'id': 'MDU6SXNzdWU5MDIyOTA2Nw=='}, {'id': 'MDU6SXNzdWU5MDIyOTM5OQ=='}, {'id': 'MDU6SXNzdWU5MDIyOTQ3MQ=='}, {'id': 'MDU6SXNzdWU5MDIyOTU1NQ=='}, {'id': 'MDU6SXNzdWU5MTg1NTAyNg=='}, {'id': 'MDU6SXNzdWU5MTg5NTQ1NA=='}, {'id': 'MDU6SXNzdWU5Mjk1MjcwNA=='}, {'id': 'MDU6SXNzdWU5NjczMzAzNQ=='}]}"
moment,{'totalCount': 43938},{'name': 'JavaScript'},"{'totalCount': 3655, 'nodes': [{'id': 'MDU6SXNzdWU2ODkxNTc='}, {'id': 'MDU6SXNzdWU4MzU1ODM='}, {'id': 'MDU6SXNzdWU4NDEzMjM='}, {'id': 'MDU6SXNzdWU5ODg5OTI='}, {'id': 'MDU6SXNzdWUxMTMxOTk4'}, {'id': 'MDU6SXNzdWUxMTU3ODIx'}, {'id': 'MDU6SXNzdWUxMTU3ODk5'}, {'id': 'MDU6SXNzdWUxMzk3OTg2'}, {'id': 'MDU6SXNzdWUxNTQ3MjA1'}, {'id': 'MDU6SXNzdWUxNzgzODg4'}]}"
hugo,{'totalCount': 43762},{'name': 'Go'},"{'totalCount': 4597, 'nodes': [{'id': 'MDU6SXNzdWUxNjYwMTY1Mw=='}, {'id': 'MDU6SXNzdWUxNjcyNjYxNA=='}, {'id': 'MDU6SXNzdWUxNzM3OTY3MA=='}, {'id': 'MDU6SXNzdWUxNzUyNTQ3Mg=='}, {'id': 'MDU6SXNzdWUxNzYzNTk1NQ=='}, {'id': 'MDU6SXNzdWUxNzY0MzM3Mw=='}, {'id': 'MDU6SXNzdWUxNzY5NTgzMw=='}, {'id': 'MDU6SXNzdWUxNzczMDgxMw=='}, {'id': 'MDU6SXNzdWUxNzc1MDg3NQ=='}, {'id': 'MDU6SXNzdWUxNzg2ODQ4Mw=='}]}"
interviews,{'totalCount': 43749},{'name': 'Java'},"{'totalCount': 43, 'nodes': [{'id': 'MDU6SXNzdWUyMTM1NzY2MjE='}, {'id': 'MDU6SXNzdWUyMTM1OTAxMDU='}, {'id': 'MDU6SXNzdWUyMTM2MzMzNTQ='}, {'id': 'MDU6SXNzdWUyMTM2MzQ5MDI='}, {'id': 'MDU6SXNzdWUyMTM2NjE5NDA='}, {'id': 'MDU6SXNzdWUyMTM4MzEzMDU='}, {'id': 'MDU6SXNzdWUyMTU5NDEzNzQ='}, {'id': 'MDU6SXNzdWUyMjE0NjQ5NTc='}, {'id': 'MDU6SXNzdWUyNTU0MDczMTE='}, {'id': 'MDU6SXNzdWUyNTU2OTE0MDI='}]}"
nodebestpractices,{'totalCount': 43498},{'name': 'JavaScript'},"{'totalCount': 178, 'nodes': [{'id': 'MDU6SXNzdWUyNjc1NzYyNzI='}, {'id': 'MDU6SXNzdWUyNzA5NTQyNTQ='}, {'id': 'MDU6SXNzdWUyNzA5ODExMjM='}, {'id': 'MDU6SXNzdWUyNzEwOTc2NzQ='}, {'id': 'MDU6SXNzdWUyNzExMTM0MDk='}, {'id': 'MDU6SXNzdWUyNzEyMDQ3MDI='}, {'id': 'MDU6SXNzdWUyNzEyNDgyMDM='}, {'id': 'MDU6SXNzdWUyNzE0NjA4MTU='}, {'id': 'MDU6SXNzdWUyNzE2Njc5MDM='}, {'id': 'MDU6SXNzdWUyNzE4MDA3NDQ='}]}"
bitcoin,{'totalCount': 43209},{'name': 'C++'},"{'totalCount': 5402, 'nodes': [{'id': 'MDU6SXNzdWU0ODI4OTM='}, {'id': 'MDU6SXNzdWU0ODI4OTg='}, {'id': 'MDU6SXNzdWU0ODI5MDU='}, {'id': 'MDU6SXNzdWU0ODI5MDk='}, {'id': 'MDU6SXNzdWU0ODMxMjg='}, {'id': 'MDU6SXNzdWU0ODQwMzU='}, {'id': 'MDU6SXNzdWU0ODQxNzQ='}, {'id': 'MDU6SXNzdWU0ODQxODY='}, {'id': 'MDU6SXNzdWU0ODgzNzk='}, {'id': 'MDU6SXNzdWU0ODgzOTk='}]}"
